gu_name,year_month,k_remap
은평구,201008,101.8
은평구,201009,101.8
은평구,201010,92.2
은평구,201011,85.4
은평구,201012,97.8
은평구,201101,123.8
은평구,201102,128.0
은평구,201103,133.9
은평구,201104,116.8
은평구,201105,110.3
은평구,201106,105.1
은평구,201107,114.5
은평구,201108,125.6
은평구,201109,123.4
은평구,201110,107.3
은평구,201111,97.2
은평구,201112,96.8
은평구,201201,102.1
은평구,201202,95.6
은평구,201203,99.3
은평구,201204,90.6
은평구,201205,89.7
은평구,201206,82.3
은평구,201207,82.4
은평구,201208,89.5
은평구,201209,97.5
은평구,201210,104.3
은평구,201211,95.6
은평구,201212,89.6
은평구,201301,98.9
은평구,201302,106.5
은평구,201303,106.2
은평구,201304,105.4
은평구,201305,113.5
은평구,201306,110.8
은평구,201307,109.3
은평구,201308,116.5
은평구,201309,116.2
은평구,201310,114.5
은평구,201311,119.5
은평구,201312,110.2
은평구,201401,118.4
은평구,201402,126.5
은평구,201403,117.2
은평구,201404,112.7
은평구,201405,107.7
은평구,201406,109.3
은평구,201407,111.9
은평구,201408,118.8
은평구,201409,126.3
은평구,201410,130.7
은평구,201411,120.1
은평구,201412,110.5
은평구,201501,124.7
은평구,201502,127.7
은평구,201503,140.2
은평구,201504,138.3
은평구,201505,135.8
은평구,201506,125.0
은평구,201507,135.6
은평구,201508,138.4
은평구,201509,144.0
은평구,201510,148.7
은평구,201511,139.7
은평구,201512,122.8
은평구,201601,118.2
은평구,201602,112.6
은평구,201603,114.5
은평구,201604,118.1
은평구,201605,124.0
은평구,201606,126.2
은평구,201607,135.2
은평구,201608,139.5
은평구,201609,137.3
은평구,201610,135.7
은평구,201611,120.4
은평구,201612,111.2
은평구,201701,117.1
은평구,201702,116.3
은평구,201703,119.8
은평구,201704,114.1
은평구,201705,117.4
은평구,201706,112.5
은평구,201707,109.1
은평구,201708,109.5
은평구,201709,105.1
은평구,201710,103.7
은평구,201711,103.3
은평구,201712,101.8
은평구,201801,107.8
은평구,201802,111.2
은평구,201803,117.3
은평구,201804,102.9
은평구,201805,109.6
은평구,201806,106.8
은평구,201807,108.0
은평구,201808,111.4
은평구,201809,113.3
은평구,201810,102.0
은평구,201811,99.4
은평구,201812,87.9
은평구,201901,83.1
은평구,201902,92.7
은평구,201903,88.6
은평구,201904,94.1
은평구,201905,103.6
은평구,201906,106.8
은평구,201907,108.4
은평구,201908,117.2
은평구,201909,123.7
은평구,201910,134.7
은평구,201911,122.3
은평구,201912,121.1
은평구,202001,125.7
은평구,202002,133.3
은평구,202003,121.4
은평구,202004,107.6
은평구,202005,108.7
은평구,202006,120.0
은평구,202007,127.1
은평구,202008,137.2
은평구,202009,142.7
은평구,202010,136.6
은평구,202011,145.7
은평구,202012,146.0
은평구,202101,141.0
은평구,202102,130.7
서대문구,200801,96.4
서대문구,200802,96.4
서대문구,200803,96.4
서대문구,200804,96.4
서대문구,200805,96.4
서대문구,200806,96.4
서대문구,200807,96.4
서대문구,200808,96.4
서대문구,200809,96.4
서대문구,200810,96.4
서대문구,200811,96.4
서대문구,200812,96.4
서대문구,200901,96.4
서대문구,200902,96.4
서대문구,200903,96.4
서대문구,200904,96.4
서대문구,200905,96.4
서대문구,200906,96.4
서대문구,200907,96.4
서대문구,200908,96.4
서대문구,200909,96.4
서대문구,200910,96.4
서대문구,200911,96.4
서대문구,200912,96.4
서대문구,201001,96.4
서대문구,201002,96.4
서대문구,201003,96.4
서대문구,201004,96.4
서대문구,201005,96.4
서대문구,201006,96.4
서대문구,201007,96.4
서대문구,201008,96.4
서대문구,201009,96.4
서대문구,201010,98.4
서대문구,201011,97.3
서대문구,201012,100.3
서대문구,201101,124.7
서대문구,201102,129.6
서대문구,201103,122.7
서대문구,201104,111.4
서대문구,201105,109.1
서대문구,201106,111.1
서대문구,201107,123.8
서대문구,201108,125.3
서대문구,201109,120.1
서대문구,201110,113.4
서대문구,201111,102.9
서대문구,201112,98.9
서대문구,201201,100.0
서대문구,201202,97.7
서대문구,201203,100.4
서대문구,201204,94.9
서대문구,201205,93.9
서대문구,201206,89.9
서대문구,201207,88.5
서대문구,201208,95.2
서대문구,201209,97.0
서대문구,201210,102.2
서대문구,201211,95.5
서대문구,201212,92.7
서대문구,201301,100.6
서대문구,201302,108.5
서대문구,201303,106.1
서대문구,201304,104.2
서대문구,201305,109.2
서대문구,201306,110.1
서대문구,201307,112.8
서대문구,201308,115.9
서대문구,201309,116.3
서대문구,201310,116.5
서대문구,201311,114.2
서대문구,201312,110.9
서대문구,201401,124.3
서대문구,201402,128.8
서대문구,201403,117.3
서대문구,201404,116.8
서대문구,201405,118.9
서대문구,201406,106.1
서대문구,201407,113.1
서대문구,201408,120.9
서대문구,201409,124.3
서대문구,201410,126.5
서대문구,201411,117.6
서대문구,201412,114.0
서대문구,201501,124.7
서대문구,201502,127.8
서대문구,201503,130.5
서대문구,201504,133.7
서대문구,201505,131.5
서대문구,201506,126.4
서대문구,201507,133.4
서대문구,201508,134.9
서대문구,201509,145.3
서대문구,201510,151.6
서대문구,201511,144.2
서대문구,201512,127.8
서대문구,201601,126.0
서대문구,201602,119.4
서대문구,201603,119.9
서대문구,201604,123.3
서대문구,201605,129.4
서대문구,201606,131.3
서대문구,201607,139.5
서대문구,201608,145.8
서대문구,201609,138.1
서대문구,201610,133.7
서대문구,201611,120.2
서대문구,201612,111.9
서대문구,201701,121.3
서대문구,201702,120.4
서대문구,201703,117.5
서대문구,201704,110.6
서대문구,201705,120.6
서대문구,201706,115.6
서대문구,201707,114.1
서대문구,201708,106.1
서대문구,201709,110.4
서대문구,201710,102.1
서대문구,201711,111.4
서대문구,201712,114.4
서대문구,201801,121.7
서대문구,201802,124.5
서대문구,201803,122.1
서대문구,201804,113.7
서대문구,201805,112.3
서대문구,201806,106.2
서대문구,201807,107.3
서대문구,201808,110.0
서대문구,201809,110.4
서대문구,201810,97.1
서대문구,201811,98.3
서대문구,201812,85.4
서대문구,201901,85.2
서대문구,201902,85.7
서대문구,201903,91.6
서대문구,201904,89.8
서대문구,201905,105.2
서대문구,201906,111.9
서대문구,201907,114.2
서대문구,201908,118.5
서대문구,201909,120.0
서대문구,201910,127.8
서대문구,201911,119.2
서대문구,201912,124.7
서대문구,202001,124.8
서대문구,202002,135.7
서대문구,202003,124.4
서대문구,202004,106.6
서대문구,202005,109.1
서대문구,202006,120.5
서대문구,202007,128.4
서대문구,202008,132.2
서대문구,202009,140.5
서대문구,202010,133.5
서대문구,202011,137.0
서대문구,202012,146.7
서대문구,202101,135.9
서대문구,202102,122.5
마포구,200801,101.0
마포구,200802,101.0
마포구,200803,101.0
마포구,200804,101.0
마포구,200805,101.0
마포구,200806,101.0
마포구,200807,101.0
마포구,200808,101.0
마포구,200809,101.0
마포구,200810,101.0
마포구,200811,101.0
마포구,200812,101.0
마포구,200901,101.0
마포구,200902,101.0
마포구,200903,101.0
마포구,200904,101.0
마포구,200905,101.0
마포구,200906,101.0
마포구,200907,101.0
마포구,200908,101.0
마포구,200909,101.0
마포구,200910,101.0
마포구,200911,101.0
마포구,200912,101.0
마포구,201001,101.0
마포구,201002,101.0
마포구,201003,101.0
마포구,201004,101.0
마포구,201005,101.0
마포구,201006,101.0
마포구,201007,101.0
마포구,201008,101.0
마포구,201009,101.0
마포구,201010,95.8
마포구,201011,91.7
마포구,201012,90.9
마포구,201101,124.1
마포구,201102,134.1
마포구,201103,126.5
마포구,201104,118.7
마포구,201105,111.5
마포구,201106,103.5
마포구,201107,117.9
마포구,201108,124.3
마포구,201109,120.4
마포구,201110,109.0
마포구,201111,104.2
마포구,201112,102.0
마포구,201201,101.4
마포구,201202,96.9
마포구,201203,100.5
마포구,201204,96.1
마포구,201205,97.3
마포구,201206,87.7
마포구,201207,88.9
마포구,201208,95.6
마포구,201209,101.6
마포구,201210,106.2
마포구,201211,102.1
마포구,201212,94.1
마포구,201301,98.9
마포구,201302,113.5
마포구,201303,110.8
마포구,201304,104.8
마포구,201305,111.6
마포구,201306,109.3
마포구,201307,112.0
마포구,201308,120.3
마포구,201309,117.6
마포구,201310,112.6
마포구,201311,112.1
마포구,201312,113.9
마포구,201401,121.7
마포구,201402,130.0
마포구,201403,118.3
마포구,201404,117.8
마포구,201405,111.3
마포구,201406,106.0
마포구,201407,109.3
마포구,201408,120.1
마포구,201409,126.9
마포구,201410,128.6
마포구,201411,121.1
마포구,201412,121.3
마포구,201501,135.7
마포구,201502,136.7
마포구,201503,141.8
마포구,201504,144.1
마포구,201505,141.1
마포구,201506,131.9
마포구,201507,138.9
마포구,201508,145.0
마포구,201509,145.4
마포구,201510,148.7
마포구,201511,142.4
마포구,201512,128.5
마포구,201601,118.4
마포구,201602,117.8
마포구,201603,122.3
마포구,201604,122.9
마포구,201605,131.8
마포구,201606,133.2
마포구,201607,137.9
마포구,201608,142.8
마포구,201609,139.8
마포구,201610,133.8
마포구,201611,117.0
마포구,201612,110.2
마포구,201701,114.7
마포구,201702,117.7
마포구,201703,119.3
마포구,201704,115.7
마포구,201705,120.1
마포구,201706,117.9
마포구,201707,121.8
마포구,201708,113.5
마포구,201709,110.9
마포구,201710,104.0
마포구,201711,111.7
마포구,201712,106.8
마포구,201801,116.2
마포구,201802,119.9
마포구,201803,119.2
마포구,201804,110.2
마포구,201805,109.3
마포구,201806,107.9
마포구,201807,105.2
마포구,201808,119.7
마포구,201809,111.7
마포구,201810,99.8
마포구,201811,101.6
마포구,201812,89.3
마포구,201901,91.2
마포구,201902,94.6
마포구,201903,94.7
마포구,201904,91.7
마포구,201905,105.4
마포구,201906,111.4
마포구,201907,115.2
마포구,201908,116.1
마포구,201909,121.3
마포구,201910,135.6
마포구,201911,129.3
마포구,201912,125.6
마포구,202001,126.6
마포구,202002,130.7
마포구,202003,120.7
마포구,202004,108.9
마포구,202005,109.3
마포구,202006,119.2
마포구,202007,128.6
마포구,202008,133.2
마포구,202009,138.0
마포구,202010,138.8
마포구,202011,139.5
마포구,202012,142.3
마포구,202101,140.8
마포구,202102,124.2
양천구,200801,102.3
양천구,200802,102.3
양천구,200803,102.3
양천구,200804,102.3
양천구,200805,102.3
양천구,200806,102.3
양천구,200807,102.3
양천구,200808,102.3
양천구,200809,102.3
양천구,200810,102.3
양천구,200811,102.3
양천구,200812,102.3
양천구,200901,102.3
양천구,200902,102.3
양천구,200903,102.3
양천구,200904,102.3
양천구,200905,102.3
양천구,200906,102.3
양천구,200907,102.3
양천구,200908,102.3
양천구,200909,102.3
양천구,200910,102.3
양천구,200911,102.3
양천구,200912,102.3
양천구,201001,102.3
양천구,201002,102.3
양천구,201003,102.3
양천구,201004,102.3
양천구,201005,102.3
양천구,201006,102.3
양천구,201007,102.3
양천구,201008,102.3
양천구,201009,102.3
양천구,201010,103.6
양천구,201011,101.0
양천구,201012,101.0
양천구,201101,126.6
양천구,201102,131.6
양천구,201103,123.2
양천구,201104,108.6
양천구,201105,101.9
양천구,201106,100.5
양천구,201107,117.6
양천구,201108,122.6
양천구,201109,119.5
양천구,201110,109.5
양천구,201111,100.2
양천구,201112,96.2
양천구,201201,95.1
양천구,201202,91.3
양천구,201203,95.7
양천구,201204,90.1
양천구,201205,90.3
양천구,201206,79.7
양천구,201207,80.5
양천구,201208,87.4
양천구,201209,98.5
양천구,201210,103.2
양천구,201211,97.3
양천구,201212,92.2
양천구,201301,98.5
양천구,201302,109.2
양천구,201303,107.6
양천구,201304,105.2
양천구,201305,110.4
양천구,201306,107.1
양천구,201307,109.1
양천구,201308,116.9
양천구,201309,124.6
양천구,201310,121.9
양천구,201311,115.8
양천구,201312,112.9
양천구,201401,123.4
양천구,201402,128.7
양천구,201403,116.0
양천구,201404,107.7
양천구,201405,104.1
양천구,201406,97.8
양천구,201407,105.4
양천구,201408,115.6
양천구,201409,135.9
양천구,201410,134.4
양천구,201411,124.5
양천구,201412,115.3
양천구,201501,127.6
양천구,201502,129.4
양천구,201503,141.9
양천구,201504,140.9
양천구,201505,138.0
양천구,201506,130.6
양천구,201507,140.0
양천구,201508,143.7
양천구,201509,146.8
양천구,201510,153.4
양천구,201511,144.7
양천구,201512,123.6
양천구,201601,116.3
양천구,201602,106.0
양천구,201603,107.7
양천구,201604,109.1
양천구,201605,118.9
양천구,201606,132.7
양천구,201607,133.6
양천구,201608,140.7
양천구,201609,136.8
양천구,201610,130.9
양천구,201611,113.7
양천구,201612,108.6
양천구,201701,111.0
양천구,201702,118.4
양천구,201703,113.0
양천구,201704,106.7
양천구,201705,112.2
양천구,201706,111.8
양천구,201707,114.1
양천구,201708,104.8
양천구,201709,103.5
양천구,201710,99.7
양천구,201711,106.9
양천구,201712,108.6
양천구,201801,108.7
양천구,201802,110.0
양천구,201803,104.4
양천구,201804,91.6
양천구,201805,94.3
양천구,201806,103.0
양천구,201807,99.5
양천구,201808,113.7
양천구,201809,109.4
양천구,201810,93.9
양천구,201811,97.6
양천구,201812,79.5
양천구,201901,80.1
양천구,201902,86.6
양천구,201903,87.6
양천구,201904,92.5
양천구,201905,106.0
양천구,201906,116.5
양천구,201907,115.4
양천구,201908,114.8
양천구,201909,124.7
양천구,201910,133.0
양천구,201911,126.6
양천구,201912,130.5
양천구,202001,126.4
양천구,202002,127.6
양천구,202003,118.5
양천구,202004,97.4
양천구,202005,99.0
양천구,202006,118.8
양천구,202007,126.6
양천구,202008,134.8
양천구,202009,143.4
양천구,202010,134.8
양천구,202011,134.2
양천구,202012,136.5
양천구,202101,136.0
양천구,202102,119.1
강서구,200801,99.6
강서구,200802,99.6
강서구,200803,99.6
강서구,200804,99.6
강서구,200805,99.6
강서구,200806,99.6
강서구,200807,99.6
강서구,200808,99.6
강서구,200809,99.6
강서구,200810,99.6
강서구,200811,99.6
강서구,200812,99.6
강서구,200901,99.6
강서구,200902,99.6
강서구,200903,99.6
강서구,200904,99.6
강서구,200905,99.6
강서구,200906,99.6
강서구,200907,99.6
강서구,200908,99.6
강서구,200909,99.6
강서구,200910,99.6
강서구,200911,99.6
강서구,200912,99.6
강서구,201001,99.6
강서구,201002,99.6
강서구,201003,99.6
강서구,201004,99.6
강서구,201005,99.6
강서구,201006,99.6
강서구,201007,99.6
강서구,201008,99.6
강서구,201009,99.6
강서구,201010,99.2
강서구,201011,93.6
강서구,201012,94.0
강서구,201101,123.7
강서구,201102,131.9
강서구,201103,129.5
강서구,201104,115.1
강서구,201105,105.2
강서구,201106,107.9
강서구,201107,118.9
강서구,201108,121.5
강서구,201109,120.0
강서구,201110,107.2
강서구,201111,102.7
강서구,201112,107.2
강서구,201201,105.6
강서구,201202,94.2
강서구,201203,98.9
강서구,201204,90.8
강서구,201205,90.0
강서구,201206,80.3
강서구,201207,85.2
강서구,201208,92.1
강서구,201209,105.0
강서구,201210,101.8
강서구,201211,93.7
강서구,201212,92.4
강서구,201301,104.1
강서구,201302,113.1
강서구,201303,108.1
강서구,201304,96.6
강서구,201305,101.9
강서구,201306,102.8
강서구,201307,107.8
강서구,201308,118.8
강서구,201309,117.9
강서구,201310,116.4
강서구,201311,116.2
강서구,201312,112.9
강서구,201401,125.7
강서구,201402,131.6
강서구,201403,123.8
강서구,201404,118.5
강서구,201405,112.4
강서구,201406,98.9
강서구,201407,101.4
강서구,201408,115.2
강서구,201409,131.0
강서구,201410,132.1
강서구,201411,121.5
강서구,201412,116.5
강서구,201501,132.3
강서구,201502,136.5
강서구,201503,142.3
강서구,201504,143.9
강서구,201505,137.8
강서구,201506,136.4
강서구,201507,141.5
강서구,201508,148.8
강서구,201509,148.6
강서구,201510,151.3
강서구,201511,142.9
강서구,201512,123.1
강서구,201601,118.3
강서구,201602,113.7
강서구,201603,111.3
강서구,201604,112.9
강서구,201605,121.4
강서구,201606,126.8
강서구,201607,129.8
강서구,201608,135.2
강서구,201609,131.4
강서구,201610,128.1
강서구,201611,111.5
강서구,201612,105.6
강서구,201701,107.4
강서구,201702,116.7
강서구,201703,112.6
강서구,201704,101.4
강서구,201705,110.2
강서구,201706,117.9
강서구,201707,115.9
강서구,201708,105.7
강서구,201709,105.1
강서구,201710,105.6
강서구,201711,107.0
강서구,201712,105.1
강서구,201801,111.3
강서구,201802,115.5
강서구,201803,121.6
강서구,201804,104.6
강서구,201805,104.3
강서구,201806,99.6
강서구,201807,101.6
강서구,201808,114.6
강서구,201809,116.2
강서구,201810,104.6
강서구,201811,107.0
강서구,201812,89.9
강서구,201901,88.5
강서구,201902,97.2
강서구,201903,87.1
강서구,201904,97.4
강서구,201905,104.0
강서구,201906,106.5
강서구,201907,108.7
강서구,201908,111.2
강서구,201909,119.9
강서구,201910,125.0
강서구,201911,117.6
강서구,201912,124.2
강서구,202001,130.8
강서구,202002,133.4
강서구,202003,124.3
강서구,202004,110.9
강서구,202005,113.7
강서구,202006,119.5
강서구,202007,130.0
강서구,202008,139.4
강서구,202009,141.2
강서구,202010,145.5
강서구,202011,143.4
강서구,202012,138.5
강서구,202101,134.7
강서구,202102,121.2
구로구,200801,100.9
구로구,200802,100.9
구로구,200803,100.9
구로구,200804,100.9
구로구,200805,100.9
구로구,200806,100.9
구로구,200807,100.9
구로구,200808,100.9
구로구,200809,100.9
구로구,200810,100.9
구로구,200811,100.9
구로구,200812,100.9
구로구,200901,100.9
구로구,200902,100.9
구로구,200903,100.9
구로구,200904,100.9
구로구,200905,100.9
구로구,200906,100.9
구로구,200907,100.9
구로구,200908,100.9
구로구,200909,100.9
구로구,200910,100.9
구로구,200911,100.9
구로구,200912,100.9
구로구,201001,100.9
구로구,201002,100.9
구로구,201003,100.9
구로구,201004,100.9
구로구,201005,100.9
구로구,201006,100.9
구로구,201007,100.9
구로구,201008,100.9
구로구,201009,100.9
구로구,201010,100.3
구로구,201011,96.2
구로구,201012,104.9
구로구,201101,134.5
구로구,201102,141.0
구로구,201103,129.6
구로구,201104,114.9
구로구,201105,105.0
구로구,201106,103.5
구로구,201107,119.1
구로구,201108,123.1
구로구,201109,119.3
구로구,201110,109.8
구로구,201111,97.4
구로구,201112,96.9
구로구,201201,98.3
구로구,201202,91.8
구로구,201203,97.1
구로구,201204,93.4
구로구,201205,87.9
구로구,201206,84.6
구로구,201207,86.4
구로구,201208,91.9
구로구,201209,99.4
구로구,201210,103.3
구로구,201211,94.3
구로구,201212,89.8
구로구,201301,99.2
구로구,201302,105.9
구로구,201303,106.1
구로구,201304,102.8
구로구,201305,105.6
구로구,201306,102.9
구로구,201307,106.8
구로구,201308,116.7
구로구,201309,115.6
구로구,201310,116.1
구로구,201311,108.3
구로구,201312,103.0
구로구,201401,112.1
구로구,201402,120.7
구로구,201403,109.0
구로구,201404,108.6
구로구,201405,108.0
구로구,201406,101.0
구로구,201407,109.4
구로구,201408,117.5
구로구,201409,128.4
구로구,201410,126.9
구로구,201411,113.2
구로구,201412,110.4
구로구,201501,128.3
구로구,201502,130.2
구로구,201503,144.9
구로구,201504,137.7
구로구,201505,131.8
구로구,201506,125.2
구로구,201507,135.3
구로구,201508,139.6
구로구,201509,142.5
구로구,201510,152.4
구로구,201511,140.1
구로구,201512,120.9
구로구,201601,118.9
구로구,201602,116.3
구로구,201603,113.7
구로구,201604,109.8
구로구,201605,117.7
구로구,201606,125.1
구로구,201607,131.9
구로구,201608,137.7
구로구,201609,135.1
구로구,201610,130.1
구로구,201611,114.5
구로구,201612,104.4
구로구,201701,109.6
구로구,201702,116.7
구로구,201703,120.6
구로구,201704,112.1
구로구,201705,118.4
구로구,201706,112.0
구로구,201707,114.3
구로구,201708,105.3
구로구,201709,105.4
구로구,201710,102.9
구로구,201711,105.5
구로구,201712,106.6
구로구,201801,114.3
구로구,201802,112.9
구로구,201803,115.6
구로구,201804,108.6
구로구,201805,110.1
구로구,201806,105.6
구로구,201807,105.4
구로구,201808,113.6
구로구,201809,112.2
구로구,201810,105.0
구로구,201811,105.5
구로구,201812,85.8
구로구,201901,82.9
구로구,201902,89.3
구로구,201903,85.8
구로구,201904,81.2
구로구,201905,98.4
구로구,201906,104.3
구로구,201907,105.0
구로구,201908,109.6
구로구,201909,117.6
구로구,201910,132.3
구로구,201911,121.6
구로구,201912,122.5
구로구,202001,123.0
구로구,202002,125.6
구로구,202003,114.6
구로구,202004,108.3
구로구,202005,106.9
구로구,202006,115.4
구로구,202007,130.1
구로구,202008,132.7
구로구,202009,143.2
구로구,202010,131.7
구로구,202011,139.2
구로구,202012,140.2
구로구,202101,137.4
구로구,202102,120.7
금천구,200801,96.8
금천구,200802,96.8
금천구,200803,96.8
금천구,200804,96.8
금천구,200805,96.8
금천구,200806,96.8
금천구,200807,96.8
금천구,200808,96.8
금천구,200809,96.8
금천구,200810,96.8
금천구,200811,96.8
금천구,200812,96.8
금천구,200901,96.8
금천구,200902,96.8
금천구,200903,96.8
금천구,200904,96.8
금천구,200905,96.8
금천구,200906,96.8
금천구,200907,96.8
금천구,200908,96.8
금천구,200909,96.8
금천구,200910,96.8
금천구,200911,96.8
금천구,200912,96.8
금천구,201001,96.8
금천구,201002,96.8
금천구,201003,96.8
금천구,201004,96.8
금천구,201005,96.8
금천구,201006,96.8
금천구,201007,96.8
금천구,201008,96.8
금천구,201009,96.8
금천구,201010,101.3
금천구,201011,98.5
금천구,201012,93.3
금천구,201101,123.5
금천구,201102,133.8
금천구,201103,125.1
금천구,201104,118.9
금천구,201105,112.7
금천구,201106,104.1
금천구,201107,118.1
금천구,201108,126.2
금천구,201109,122.8
금천구,201110,110.0
금천구,201111,98.3
금천구,201112,92.4
금천구,201201,96.7
금천구,201202,95.2
금천구,201203,100.1
금천구,201204,95.2
금천구,201205,94.0
금천구,201206,92.5
금천구,201207,94.4
금천구,201208,100.8
금천구,201209,100.5
금천구,201210,103.6
금천구,201211,93.9
금천구,201212,92.7
금천구,201301,102.1
금천구,201302,112.3
금천구,201303,114.5
금천구,201304,109.3
금천구,201305,109.3
금천구,201306,99.6
금천구,201307,108.0
금천구,201308,117.7
금천구,201309,122.1
금천구,201310,116.0
금천구,201311,116.2
금천구,201312,108.0
금천구,201401,122.2
금천구,201402,131.4
금천구,201403,120.4
금천구,201404,117.2
금천구,201405,112.1
금천구,201406,112.8
금천구,201407,114.9
금천구,201408,119.5
금천구,201409,128.6
금천구,201410,134.6
금천구,201411,121.9
금천구,201412,116.8
금천구,201501,127.8
금천구,201502,129.7
금천구,201503,140.6
금천구,201504,137.1
금천구,201505,135.4
금천구,201506,132.0
금천구,201507,140.1
금천구,201508,143.0
금천구,201509,146.5
금천구,201510,152.1
금천구,201511,141.3
금천구,201512,125.2
금천구,201601,118.3
금천구,201602,111.1
금천구,201603,109.5
금천구,201604,109.3
금천구,201605,120.7
금천구,201606,130.2
금천구,201607,135.1
금천구,201608,140.4
금천구,201609,136.1
금천구,201610,135.4
금천구,201611,116.1
금천구,201612,111.8
금천구,201701,118.9
금천구,201702,124.9
금천구,201703,124.2
금천구,201704,121.9
금천구,201705,125.7
금천구,201706,115.6
금천구,201707,116.3
금천구,201708,105.5
금천구,201709,109.1
금천구,201710,103.6
금천구,201711,109.0
금천구,201712,97.7
금천구,201801,108.0
금천구,201802,110.4
금천구,201803,117.4
금천구,201804,112.2
금천구,201805,106.4
금천구,201806,107.1
금천구,201807,108.7
금천구,201808,112.5
금천구,201809,111.4
금천구,201810,95.5
금천구,201811,102.7
금천구,201812,88.9
금천구,201901,88.3
금천구,201902,98.9
금천구,201903,88.8
금천구,201904,96.5
금천구,201905,102.3
금천구,201906,105.2
금천구,201907,116.1
금천구,201908,118.8
금천구,201909,123.7
금천구,201910,133.1
금천구,201911,123.3
금천구,201912,121.3
금천구,202001,122.0
금천구,202002,130.5
금천구,202003,118.9
금천구,202004,113.5
금천구,202005,110.7
금천구,202006,121.1
금천구,202007,129.8
금천구,202008,137.1
금천구,202009,134.2
금천구,202010,135.7
금천구,202011,135.8
금천구,202012,139.7
금천구,202101,137.3
금천구,202102,122.8
영등포구,200801,101.7
영등포구,200802,101.7
영등포구,200803,101.7
영등포구,200804,101.7
영등포구,200805,101.7
영등포구,200806,101.7
영등포구,200807,101.7
영등포구,200808,101.7
영등포구,200809,101.7
영등포구,200810,101.7
영등포구,200811,101.7
영등포구,200812,101.7
영등포구,200901,101.7
영등포구,200902,101.7
영등포구,200903,101.7
영등포구,200904,101.7
영등포구,200905,101.7
영등포구,200906,101.7
영등포구,200907,101.7
영등포구,200908,101.7
영등포구,200909,101.7
영등포구,200910,101.7
영등포구,200911,101.7
영등포구,200912,101.7
영등포구,201001,101.7
영등포구,201002,101.7
영등포구,201003,101.7
영등포구,201004,101.7
영등포구,201005,101.7
영등포구,201006,101.7
영등포구,201007,101.7
영등포구,201008,101.7
영등포구,201009,101.7
영등포구,201010,97.5
영등포구,201011,100.4
영등포구,201012,102.9
영등포구,201101,122.9
영등포구,201102,132.6
영등포구,201103,123.0
영등포구,201104,118.0
영등포구,201105,112.9
영등포구,201106,105.8
영등포구,201107,122.7
영등포구,201108,126.0
영등포구,201109,119.7
영등포구,201110,107.2
영등포구,201111,96.2
영등포구,201112,98.4
영등포구,201201,100.1
영등포구,201202,96.1
영등포구,201203,98.5
영등포구,201204,91.2
영등포구,201205,89.4
영등포구,201206,84.1
영등포구,201207,84.9
영등포구,201208,87.7
영등포구,201209,97.9
영등포구,201210,99.4
영등포구,201211,96.7
영등포구,201212,90.7
영등포구,201301,99.3
영등포구,201302,107.5
영등포구,201303,107.8
영등포구,201304,108.3
영등포구,201305,109.2
영등포구,201306,104.7
영등포구,201307,103.6
영등포구,201308,114.2
영등포구,201309,113.7
영등포구,201310,109.1
영등포구,201311,107.8
영등포구,201312,105.9
영등포구,201401,118.2
영등포구,201402,124.3
영등포구,201403,114.5
영등포구,201404,114.3
영등포구,201405,112.5
영등포구,201406,106.6
영등포구,201407,109.6
영등포구,201408,113.6
영등포구,201409,127.0
영등포구,201410,132.4
영등포구,201411,122.7
영등포구,201412,119.4
영등포구,201501,131.5
영등포구,201502,134.5
영등포구,201503,138.8
영등포구,201504,138.2
영등포구,201505,139.3
영등포구,201506,130.0
영등포구,201507,138.7
영등포구,201508,144.8
영등포구,201509,148.4
영등포구,201510,152.4
영등포구,201511,145.2
영등포구,201512,132.2
영등포구,201601,123.6
영등포구,201602,115.1
영등포구,201603,115.5
영등포구,201604,114.8
영등포구,201605,124.6
영등포구,201606,133.8
영등포구,201607,141.8
영등포구,201608,147.2
영등포구,201609,144.0
영등포구,201610,138.5
영등포구,201611,122.6
영등포구,201612,113.2
영등포구,201701,117.0
영등포구,201702,120.1
영등포구,201703,120.2
영등포구,201704,115.8
영등포구,201705,122.9
영등포구,201706,121.5
영등포구,201707,121.0
영등포구,201708,112.1
영등포구,201709,109.2
영등포구,201710,104.3
영등포구,201711,109.9
영등포구,201712,112.5
영등포구,201801,115.9
영등포구,201802,113.3
영등포구,201803,115.5
영등포구,201804,108.8
영등포구,201805,105.6
영등포구,201806,104.1
영등포구,201807,109.4
영등포구,201808,118.1
영등포구,201809,115.6
영등포구,201810,100.3
영등포구,201811,100.0
영등포구,201812,87.1
영등포구,201901,82.6
영등포구,201902,90.3
영등포구,201903,85.1
영등포구,201904,94.0
영등포구,201905,102.1
영등포구,201906,103.3
영등포구,201907,109.2
영등포구,201908,113.6
영등포구,201909,123.8
영등포구,201910,134.2
영등포구,201911,126.5
영등포구,201912,127.5
영등포구,202001,130.6
영등포구,202002,136.3
영등포구,202003,122.5
영등포구,202004,109.0
영등포구,202005,109.5
영등포구,202006,124.5
영등포구,202007,130.9
영등포구,202008,136.0
영등포구,202009,141.6
영등포구,202010,136.4
영등포구,202011,136.6
영등포구,202012,137.0
영등포구,202101,137.8
영등포구,202102,121.8
동작구,200801,101.0
동작구,200802,101.0
동작구,200803,101.0
동작구,200804,101.0
동작구,200805,101.0
동작구,200806,101.0
동작구,200807,101.0
동작구,200808,101.0
동작구,200809,101.0
